Invoice_ID,Order_ID,Quote_ID,Lead_ID,Opp_ID,Account_ID,Product_ID,Product Name,Actual Revenue,Actual Close Date,City,Product Category
IN-924-71210,OP-336-04993,QU-235-61201,LE-412-35155,OP-506-49038,ACC-371-37889,SP-1j3802q0,Belts,4102,2020-01-13 01:51:00,Drogheda,Spare Parts
IN-943-46809,OP-843-77767,QU-069-40545,LE-070-63198,OP-408-78229,ACC-115-97777,SP-1j3802q0,Belts,4630,2019-05-18 20:02:00,Limerick,Spare Parts
IN-859-37496,OP-178-58096,QU-292-29884,LE-547-00580,OP-693-99832,ACC-127-43182,SP-1j3802q0,Belts,4560,2020-02-08 06:37:00,Carlow,Spare Parts
IN-626-19477,OP-780-99362,QU-865-74125,LE-614-22358,OP-398-47903,ACC-646-59364,SP-1j3802q0,Belts,3714,2019-06-06 19:18:00,Carlow,Spare Parts
IN-002-41886,OP-676-78021,QU-409-54570,LE-057-47254,OP-508-56667,ACC-048-10574,SP-1j3802q0,Belts,6303,2019-08-03 00:15:00,Athlone,Spare Parts
IN-512-91298,OP-670-59982,QU-469-97272,LE-202-50341,OP-134-59166,ACC-877-31507,SP-1j3802q0,Belts,6721,2019-10-16 05:19:00,Tralee,Spare Parts
IN-291-83520,OP-099-74803,QU-894-16524,LE-006-70538,OP-015-30206,ACC-330-08021,SP-1j3802q0,Belts,6285,2019-07-22 11:14:00,Athlone,Spare Parts
IN-900-24399,OP-973-37591,QU-133-15602,LE-794-90273,OP-268-44378,ACC-556-26688,SP-1j3802q0,Belts,1662,2019-03-24 03:51:00,Ennis,Spare Parts
IN-213-84951,OP-657-76735,QU-822-37890,LE-365-66757,OP-746-67738,ACC-806-32234,SP-1j3802q0,Belts,6221,2019-06-20 06:15:00,Tralee,Spare Parts
IN-602-17034,OP-734-66091,QU-183-98372,LE-429-04989,OP-621-83802,ACC-966-09315,SP-1j3802q0,Belts,3539,2019-06-03 03:39:00,Dublin,Spare Parts
IN-272-27858,OP-423-35783,QU-810-15646,LE-997-52087,OP-256-00937,ACC-411-49899,SP-1j3802q0,Belts,5251,2020-03-22 14:04:00,Drogheda,Spare Parts
IN-644-03191,OP-897-13212,QU-493-69924,LE-216-93709,OP-901-77889,ACC-958-27719,SP-1j3802q0,Belts,6011,2020-01-13 11:53:00,Swords,Spare Parts
IN-933-59247,OP-360-63312,QU-904-00809,LE-820-22125,OP-026-15118,ACC-146-06261,SP-1j3802q0,Belts,5588,2019-03-30 18:01:00,Bray,Spare Parts
IN-464-33323,OP-321-49600,QU-226-22402,LE-494-41234,OP-932-14912,ACC-962-43861,SP-1j3802q0,Belts,2658,2019-05-07 07:35:00,Ennis,Spare Parts
IN-385-21099,OP-254-70842,QU-150-63312,LE-578-25122,OP-893-89418,ACC-376-48225,SP-1j3802q0,Belts,9144,2019-12-04 08:30:00,Navan,Spare Parts
IN-691-25192,OP-180-33467,QU-700-94117,LE-028-93157,OP-221-96112,ACC-015-74015,SP-1j3802q0,Belts,7792,2019-09-27 16:53:00,Naas,Spare Parts
IN-212-20128,OP-665-27926,QU-435-66541,LE-493-74554,OP-261-82142,ACC-107-47825,SP-1j3802q0,Belts,5895,2019-05-14 04:13:00,Carlow,Spare Parts
IN-069-51662,OP-044-82740,QU-263-42637,LE-674-41782,OP-684-17985,ACC-896-39961,SP-1j3802q0,Belts,7008,2019-04-01 22:37:00,Tralee,Spare Parts
IN-032-33426,OP-508-47415,QU-286-39961,LE-587-67999,OP-574-04499,ACC-351-59410,SP-1j3802q0,Belts,1790,2019-08-01 15:37:00,Bray,Spare Parts
IN-734-13437,OP-655-88134,QU-877-74891,LE-932-49456,OP-091-56258,ACC-837-30191,SP-1j3802q0,Belts,6101,2020-01-06 09:04:00,Galway,Spare Parts
IN-729-08276,OP-527-70430,QU-871-83984,LE-589-57480,OP-122-81027,ACC-800-26352,SP-1j3802q0,Belts,7929,2019-07-19 20:20:00,Naas,Spare Parts
IN-135-87045,OP-167-44773,QU-988-02804,LE-434-54279,OP-927-13515,ACC-581-63514,SP-1j3802q0,Belts,5658,2019-11-23 15:35:00,Ennis,Spare Parts
IN-091-48960,OP-693-94681,QU-912-82091,LE-444-84983,OP-504-94454,ACC-114-65893,SP-1j3802q0,Belts,5597,2019-04-18 03:43:00,Limerick,Spare Parts
IN-444-76062,OP-623-96261,QU-566-29430,LE-439-01529,OP-033-36602,ACC-602-75971,SP-1j3802q0,Belts,6966,2019-06-27 16:20:00,Dublin,Spare Parts
IN-687-21711,OP-551-86874,QU-835-61712,LE-521-27540,OP-283-67363,ACC-727-09684,SP-1j3802q0,Belts,5562,2019-04-07 08:41:00,Ennis,Spare Parts
IN-385-61520,OP-871-99315,QU-979-60038,LE-083-20075,OP-518-45656,ACC-410-80129,SP-1j3802q0,Belts,8111,2020-03-20 10:55:00,Athlone,Spare Parts
IN-470-68220,OP-775-70752,QU-063-62839,LE-328-24012,OP-548-77137,ACC-303-74217,SP-1j3802q0,Belts,7495,2019-06-16 13:15:00,Navan,Spare Parts
IN-552-28977,OP-440-78869,QU-731-50669,LE-767-03119,OP-648-91047,ACC-628-27339,SP-1j3802q0,Belts,5837,2019-12-13 20:17:00,Dundalk,Spare Parts
IN-049-61048,OP-778-78136,QU-926-48764,LE-841-35798,OP-735-91505,ACC-192-43435,SP-1j3802q0,Belts,6708,2019-05-09 10:18:00,Kilkenny,Spare Parts
IN-545-75204,OP-702-67737,QU-264-61801,LE-447-00557,OP-650-98659,ACC-811-62481,SP-1j3802q0,Belts,4710,2019-11-28 08:45:00,Dundalk,Spare Parts
IN-446-02864,OP-264-71803,QU-479-92668,LE-089-89078,OP-444-31994,ACC-700-11992,SP-1j3802q0,Belts,9080,2019-06-15 23:08:00,Swords,Spare Parts
IN-576-80663,OP-449-03882,QU-131-50904,LE-476-04871,OP-202-17799,ACC-783-29101,SP-1j3802q0,Belts,6807,2019-10-05 19:09:00,Balbriggan,Spare Parts
IN-940-21700,OP-267-43298,QU-619-90973,LE-311-55640,OP-967-15536,ACC-825-21600,SP-1j3802q0,Belts,5284,2019-11-17 01:06:00,Carlow,Spare Parts
IN-403-32186,OP-024-90987,QU-199-21030,LE-366-32642,OP-509-03722,ACC-136-36224,SP-1j3802q0,Belts,5041,2019-10-07 08:11:00,Newbridge,Spare Parts
IN-228-51872,OP-921-41494,QU-384-56712,LE-128-06110,OP-120-25993,ACC-345-95345,SP-1j3802q0,Belts,7264,2019-10-18 20:29:00,Tralee,Spare Parts
IN-478-15783,OP-059-11136,QU-807-51411,LE-082-94944,OP-922-08603,ACC-148-56307,SP-1j3802q0,Belts,954,2019-08-19 12:03:00,Naas,Spare Parts
IN-395-43249,OP-220-11605,QU-707-25561,LE-212-61795,OP-454-59241,ACC-967-82485,SP-1j3802q0,Belts,7353,2019-09-25 16:07:00,Swords,Spare Parts
IN-041-00394,OP-818-28293,QU-605-67089,LE-071-78327,OP-157-55170,ACC-339-35883,A-9o2147a8,Mark-50,1655,2019-07-17 05:33:00,Athlone,Assembled
IN-350-22626,OP-876-66017,QU-398-80563,LE-708-51739,OP-815-40968,ACC-420-73787,A-9o2147a8,Mark-50,5380,2019-10-03 13:39:00,Port Laoise,Assembled
IN-721-56918,OP-180-26785,QU-276-32573,LE-380-73361,OP-472-27437,ACC-979-08533,A-9o2147a8,Mark-50,5485,2019-05-20 09:41:00,Ennis,Assembled
IN-671-99458,OP-388-19315,QU-499-04891,LE-983-92354,OP-411-95939,ACC-237-87425,A-9o2147a8,Mark-50,3880,2019-12-19 22:40:00,Kilkenny,Assembled
IN-567-35512,OP-042-22923,QU-773-32047,LE-468-51200,OP-145-33124,ACC-002-29326,A-9o2147a8,Mark-50,8017,2020-04-11 02:19:00,Drogheda,Assembled
IN-912-76766,OP-199-05452,QU-704-97333,LE-615-90048,OP-626-52146,ACC-967-89155,A-9o2147a8,Mark-50,6875,2019-08-02 05:03:00,Navan,Assembled
IN-875-16260,OP-206-65750,QU-915-30082,LE-476-65069,OP-733-28468,ACC-010-59838,A-9o2147a8,Mark-50,5402,2019-05-01 19:55:00,Port Laoise,Assembled
IN-559-70184,OP-376-27043,QU-618-02965,LE-811-07069,OP-015-63645,ACC-845-76218,A-9o2147a8,Mark-50,8012,2020-02-12 05:23:00,Tralee,Assembled
IN-587-44219,OP-316-77779,QU-267-34939,LE-853-41351,OP-970-46695,ACC-247-79018,A-9o2147a8,Mark-50,6344,2019-09-17 10:33:00,Dublin,Assembled
IN-944-25917,OP-845-94627,QU-749-28359,LE-309-53133,OP-550-04251,ACC-557-58560,A-9o2147a8,Mark-50,4898,2019-11-11 19:33:00,Dublin,Assembled
IN-170-42113,OP-094-57140,QU-837-34411,LE-525-26813,OP-248-34364,ACC-113-86472,A-9o2147a8,Mark-50,6097,2020-01-05 02:29:00,Balbriggan,Assembled
IN-829-95985,OP-233-78992,QU-681-52882,LE-964-68341,OP-359-35305,ACC-987-56920,A-9o2147a8,Mark-50,6814,2020-03-20 17:35:00,Dublin,Assembled
IN-182-56029,OP-605-37201,QU-628-75347,LE-082-27572,OP-281-16793,ACC-929-80652,A-9o2147a8,Mark-50,4040,2019-04-14 22:42:00,Limerick,Assembled
IN-448-79731,OP-528-08326,QU-055-07338,LE-363-98693,OP-294-91864,ACC-779-36614,A-9o2147a8,Mark-50,8206,2020-02-14 01:54:00,Athlone,Assembled
IN-790-57726,OP-947-74565,QU-952-86063,LE-810-27131,OP-694-97762,ACC-908-79882,A-9o2147a8,Mark-50,3039,2019-08-29 06:15:00,Dublin,Assembled
IN-487-09669,OP-730-34417,QU-962-71573,LE-138-90951,OP-990-14881,ACC-880-33459,A-9o2147a8,Mark-50,6949,2020-04-17 11:11:00,Waterford,Assembled
IN-271-58423,OP-074-14766,QU-751-82007,LE-245-56624,OP-397-71642,ACC-215-07247,A-9o2147a8,Mark-50,2935,2019-05-26 03:43:00,Ennis,Assembled
IN-311-85363,OP-709-37710,QU-612-20005,LE-576-13274,OP-534-03080,ACC-643-86057,A-9o2147a8,Mark-50,2472,2020-03-16 09:23:00,Naas,Assembled
IN-131-00523,OP-436-00536,QU-374-67710,LE-991-07684,OP-574-60435,ACC-951-36968,A-9o2147a8,Mark-50,9008,2019-12-07 19:36:00,Tralee,Assembled
IN-318-77452,OP-310-20444,QU-084-54100,LE-373-67756,OP-208-67397,ACC-624-38226,A-9o2147a8,Mark-50,5789,2019-05-24 14:53:00,Waterford,Assembled
IN-987-31246,OP-442-21294,QU-029-52896,LE-719-66567,OP-282-28877,ACC-160-94799,A-9o2147a8,Mark-50,3797,2019-08-26 23:04:00,Balbriggan,Assembled
IN-319-27426,OP-216-33202,QU-712-32727,LE-558-91455,OP-212-35248,ACC-005-46017,A-9o2147a8,Mark-50,3976,2020-04-18 11:20:00,Bray,Assembled
IN-574-28904,OP-575-14179,QU-751-46531,LE-005-87382,OP-773-91160,ACC-924-58099,A-9o2147a8,Mark-50,8977,2019-06-02 04:29:00,Bray,Assembled
IN-541-34771,OP-519-10819,QU-113-01404,LE-903-06381,OP-105-50290,ACC-628-97067,A-9o2147a8,Mark-50,4327,2019-07-17 04:53:00,Athlone,Assembled
IN-100-36740,OP-805-84690,QU-097-70476,LE-097-33584,OP-422-11773,ACC-879-67666,A-9o2147a8,Mark-50,4627,2019-10-01 05:09:00,Ennis,Assembled
IN-507-23518,OP-700-85941,QU-589-56159,LE-575-44800,OP-739-33916,ACC-501-12416,A-9o2147a8,Mark-50,7799,2019-04-15 19:37:00,Port Laoise,Assembled
IN-617-99148,OP-481-23880,QU-695-23446,LE-535-43144,OP-243-50205,ACC-891-22063,A-9o2147a8,Mark-50,5947,2019-05-02 18:17:00,Waterford,Assembled
IN-827-80995,OP-599-19877,QU-966-27851,LE-984-49581,OP-874-07002,ACC-811-39871,A-9o2147a8,Mark-50,7137,2020-04-21 19:20:00,Ennis,Assembled
IN-620-44345,OP-541-42797,QU-704-16610,LE-169-23466,OP-426-98562,ACC-777-28910,A-9o2147a8,Mark-50,8783,2020-02-11 20:29:00,Waterford,Assembled
IN-729-67182,OP-492-06889,QU-244-08636,LE-844-59345,OP-020-61252,ACC-171-65315,A-9o2147a8,Mark-50,3419,2019-07-29 01:41:00,Drogheda,Assembled
IN-682-83478,OP-468-57848,QU-275-57517,LE-970-88868,OP-370-49908,ACC-338-69099,A-9o2147a8,Mark-50,8708,2019-06-08 06:44:00,Tralee,Assembled
IN-141-90644,OP-403-26120,QU-299-33703,LE-825-60747,OP-512-01772,ACC-009-36863,A-9o2147a8,Mark-50,2490,2019-10-31 14:22:00,Port Laoise,Assembled
IN-121-38005,OP-673-63048,QU-520-17924,LE-582-45282,OP-149-55440,ACC-722-32056,A-9o2147a8,Mark-50,6224,2019-05-31 04:06:00,Navan,Assembled
IN-542-90960,OP-806-84243,QU-962-62476,LE-050-88431,OP-678-32939,ACC-190-08409,A-9o2147a8,Mark-50,5429,2019-10-06 09:01:00,Limerick,Assembled
IN-174-03766,OP-666-31940,QU-271-77745,LE-805-09632,OP-561-28613,ACC-241-24848,A-9o2147a8,Mark-50,7324,2020-04-05 12:42:00,Galway,Assembled
IN-411-30058,OP-354-11330,QU-022-96574,LE-671-29327,OP-399-90444,ACC-627-82634,A-9o2147a8,Mark-50,6070,2019-10-11 01:04:00,Carlow,Assembled
IN-499-07187,OP-414-49358,QU-794-96852,LE-193-27701,OP-469-87185,ACC-060-40143,A-9o2147a8,Mark-50,6893,2019-08-15 01:04:00,Newbridge,Assembled
IN-893-10468,OP-423-70387,QU-556-18489,LE-672-53881,OP-567-39908,ACC-007-36935,A-9o2147a8,Mark-50,5674,2020-04-08 09:51:00,Ennis,Assembled
IN-491-19442,OP-098-82115,QU-138-16707,LE-499-89774,OP-645-03236,ACC-505-90503,A-9o2147a8,Mark-50,9995,2019-12-03 17:46:00,Port Laoise,Assembled
IN-112-64140,OP-100-26706,QU-251-22990,LE-862-56860,OP-280-31627,ACC-599-26258,A-9o2147a8,Mark-50,3778,2019-11-17 19:00:00,Limerick,Assembled
IN-958-89488,OP-229-85718,QU-208-87193,LE-501-08855,OP-454-36838,ACC-167-94231,A-9o2147a8,Mark-50,5348,2019-09-18 04:19:00,Galway,Assembled
IN-504-65619,OP-272-79402,QU-785-05746,LE-669-72159,OP-498-87385,ACC-355-78211,A-9o2147a8,Mark-50,5390,2019-06-21 04:28:00,Navan,Assembled
IN-723-97234,OP-430-66958,QU-696-51789,LE-958-78935,OP-910-04913,ACC-364-91038,A-9o2147a8,Mark-50,5660,2019-11-29 01:24:00,Galway,Assembled
IN-277-35970,OP-405-06648,QU-395-46078,LE-436-79360,OP-213-73061,ACC-383-10039,A-9o2147a8,Mark-50,5281,2019-05-11 12:58:00,Navan,Assembled
IN-644-12474,OP-863-41684,QU-364-54115,LE-595-48029,OP-575-56820,ACC-420-54287,A-9o2147a8,Mark-50,8723,2019-08-05 15:02:00,Drogheda,Assembled
IN-884-78453,OP-060-64111,QU-748-00050,LE-363-30755,OP-007-85999,ACC-290-65059,A-9i3568y3,Mark-5,5009,2019-08-16 01:09:00,Balbriggan,Assembled
IN-592-67798,OP-053-56628,QU-342-40778,LE-831-34130,OP-920-25029,ACC-712-91644,A-9i3568y3,Mark-5,6665,2020-01-31 05:33:00,Drogheda,Assembled
IN-394-31273,OP-074-84433,QU-805-56014,LE-409-24441,OP-298-01839,ACC-513-93334,A-9i3568y3,Mark-5,4267,2019-08-28 15:27:00,Galway,Assembled
IN-736-57033,OP-289-94132,QU-232-65250,LE-821-06745,OP-988-07901,ACC-705-15124,A-9i3568y3,Mark-5,4459,2019-11-11 21:51:00,Limerick,Assembled
IN-009-68590,OP-920-71529,QU-201-09850,LE-201-69655,OP-908-81270,ACC-108-05484,A-9i3568y3,Mark-5,8514,2019-09-25 14:25:00,Naas,Assembled
IN-637-70578,OP-280-82563,QU-927-41698,LE-013-47256,OP-805-46148,ACC-752-78291,A-9i3568y3,Mark-5,9228,2019-09-22 23:51:00,Carlow,Assembled
IN-783-11975,OP-147-07732,QU-330-04128,LE-987-10016,OP-119-78370,ACC-029-63547,A-9i3568y3,Mark-5,6637,2019-08-31 01:19:00,Balbriggan,Assembled
IN-736-65648,OP-264-39446,QU-157-73944,LE-541-95868,OP-667-61101,ACC-277-14899,A-9i3568y3,Mark-5,4193,2019-12-25 13:00:00,Swords,Assembled
IN-738-01999,OP-632-59745,QU-952-05579,LE-414-70283,OP-376-64365,ACC-390-22156,A-9i3568y3,Mark-5,6755,2019-10-30 19:14:00,Naas,Assembled
IN-832-86370,OP-561-23474,QU-036-85648,LE-601-91072,OP-634-03240,ACC-400-52615,A-9i3568y3,Mark-5,6214,2019-10-20 23:56:00,Dublin,Assembled
IN-123-26002,OP-761-53595,QU-151-93492,LE-762-04906,OP-230-08705,ACC-363-35189,A-9i3568y3,Mark-5,8508,2019-09-28 08:13:00,Galway,Assembled
IN-694-81609,OP-586-01630,QU-802-13846,LE-809-11117,OP-721-14189,ACC-728-70462,A-9i3568y3,Mark-5,7541,2020-03-12 09:32:00,Balbriggan,Assembled
IN-636-78334,OP-884-35428,QU-830-56151,LE-040-58527,OP-868-53493,ACC-964-52560,A-9i3568y3,Mark-5,7345,2019-11-22 09:26:00,Kilkenny,Assembled
IN-334-58418,OP-496-56135,QU-059-01566,LE-346-28127,OP-486-57906,ACC-627-90287,A-9i3568y3,Mark-5,5771,2019-10-06 03:33:00,Navan,Assembled
IN-019-77333,OP-972-78048,QU-544-54281,LE-468-58064,OP-207-64195,ACC-257-10357,A-9i3568y3,Mark-5,4800,2020-04-13 00:43:00,Dundalk,Assembled
IN-123-58845,OP-388-44485,QU-976-17464,LE-314-39559,OP-038-75037,ACC-185-67148,A-9i3568y3,Mark-5,4977,2019-09-30 16:58:00,Limerick,Assembled
IN-228-55384,OP-152-87504,QU-260-46657,LE-603-86211,OP-927-09066,ACC-113-36043,A-9i3568y3,Mark-5,4634,2019-10-26 10:31:00,Drogheda,Assembled
IN-815-37821,OP-758-42074,QU-435-07087,LE-539-02317,OP-484-12944,ACC-055-86536,A-9i3568y3,Mark-5,4786,2020-02-17 11:34:00,Drogheda,Assembled
IN-559-96593,OP-519-73651,QU-233-05778,LE-233-52174,OP-293-34333,ACC-057-43797,A-9i3568y3,Mark-5,7691,2019-10-12 23:03:00,Port Laoise,Assembled
IN-569-98409,OP-171-74546,QU-718-44280,LE-425-94253,OP-538-84018,ACC-746-79857,A-9i3568y3,Mark-5,9798,2019-10-10 14:31:00,Bray,Assembled
IN-823-56220,OP-468-71268,QU-302-51793,LE-449-78016,OP-212-38396,ACC-601-26269,A-9i3568y3,Mark-5,2486,2019-04-19 12:46:00,Dundalk,Assembled
IN-984-22819,OP-315-96926,QU-398-23411,LE-367-62408,OP-980-20016,ACC-364-97422,A-9i3568y3,Mark-5,3737,2020-03-11 07:54:00,Cork,Assembled
IN-414-95940,OP-951-50490,QU-956-51384,LE-565-72500,OP-442-72986,ACC-852-14496,A-9i3568y3,Mark-5,3864,2019-06-20 19:10:00,Galway,Assembled
IN-806-75660,OP-369-40422,QU-689-10717,LE-895-22088,OP-576-01295,ACC-283-97541,A-9i3568y3,Mark-5,9086,2019-05-31 17:28:00,Drogheda,Assembled
IN-771-05171,OP-301-28831,QU-638-74230,LE-748-56092,OP-418-58552,ACC-238-75882,A-9i3568y3,Mark-5,3885,2019-04-22 11:11:00,Drogheda,Assembled
IN-397-32514,OP-024-47723,QU-813-28805,LE-441-37018,OP-390-55639,ACC-116-28840,A-9i3568y3,Mark-5,4109,2019-09-13 15:26:00,Cork,Assembled
IN-865-26621,OP-158-79116,QU-127-06148,LE-010-48895,OP-600-52202,ACC-598-77628,A-9i3568y3,Mark-5,6519,2019-10-03 11:54:00,Dundalk,Assembled
IN-318-43845,OP-538-13479,QU-796-45302,LE-725-03732,OP-775-28472,ACC-825-94118,A-9i3568y3,Mark-5,7705,2019-08-26 16:31:00,Carlow,Assembled
IN-714-92592,OP-427-19108,QU-191-41639,LE-148-91959,OP-049-51661,ACC-715-19348,A-9i3568y3,Mark-5,7897,2019-04-16 18:47:00,Port Laoise,Assembled
IN-680-69328,OP-116-48102,QU-866-03284,LE-133-79890,OP-417-89794,ACC-508-33537,A-9i3568y3,Mark-5,7772,2020-03-02 14:03:00,Dundalk,Assembled
IN-973-95710,OP-534-04447,QU-142-59082,LE-572-45691,OP-405-26493,ACC-675-85161,A-9i3568y3,Mark-5,7011,2019-06-03 03:32:00,Port Laoise,Assembled
IN-653-80203,OP-088-77378,QU-563-29694,LE-676-47259,OP-771-88330,ACC-843-16808,A-9i3568y3,Mark-5,7319,2019-04-14 02:45:00,Newbridge,Assembled
IN-444-12865,OP-653-33630,QU-463-51752,LE-617-90757,OP-214-16403,ACC-424-07589,A-9i3568y3,Mark-5,2774,2019-04-24 09:34:00,Limerick,Assembled
IN-206-62229,OP-458-62046,QU-761-46092,LE-564-82125,OP-479-44468,ACC-442-45231,A-9i3568y3,Mark-5,7375,2019-11-08 17:35:00,Navan,Assembled
IN-810-02963,OP-736-17836,QU-967-01797,LE-902-07805,OP-882-68167,ACC-885-47476,A-9i3568y3,Mark-5,5234,2020-04-18 14:43:00,Port Laoise,Assembled
IN-631-71448,OP-844-00699,QU-140-45304,LE-459-81813,OP-093-28076,ACC-217-81085,A-9i3568y3,Mark-5,4688,2019-08-30 18:26:00,Drogheda,Assembled
IN-699-76946,OP-926-85082,QU-308-63446,LE-882-11809,OP-984-06419,ACC-605-39016,A-9i3568y3,Mark-5,3261,2019-10-08 17:06:00,Drogheda,Assembled
IN-210-01487,OP-063-40849,QU-235-99215,LE-149-47969,OP-042-74770,ACC-408-51527,A-9i3568y3,Mark-5,1991,2019-10-15 03:47:00,Limerick,Assembled
IN-841-34171,OP-100-69646,QU-677-32516,LE-756-76665,OP-571-66288,ACC-984-80588,A-9i3568y3,Mark-5,7018,2019-12-02 15:37:00,Tralee,Assembled
IN-460-88425,OP-661-11794,QU-602-33533,LE-196-96809,OP-857-73705,ACC-885-08226,A-9i3568y3,Mark-5,6611,2020-02-21 07:21:00,Navan,Assembled
IN-319-52472,OP-703-35361,QU-276-16677,LE-236-91141,OP-307-01390,ACC-724-70569,A-9i3568y3,Mark-5,6428,2020-03-10 10:11:00,Ennis,Assembled
IN-541-98737,OP-198-77440,QU-896-76132,LE-117-62374,OP-137-73077,ACC-192-20102,A-9i3568y3,Mark-5,6613,2019-09-23 00:41:00,Bray,Assembled
IN-874-52864,OP-194-46408,QU-163-28500,LE-917-47306,OP-709-35437,ACC-408-71265,A-9i3568y3,Mark-5,8301,2019-04-16 07:19:00,Kilkenny,Assembled
IN-861-82176,OP-730-82625,QU-109-48695,LE-208-19345,OP-864-07326,ACC-067-24077,A-9i3568y3,Mark-5,7808,2019-05-05 20:00:00,Ennis,Assembled
IN-366-43437,OP-484-76811,QU-252-17285,LE-919-96671,OP-428-24883,ACC-955-12965,A-9i3568y3,Mark-5,4825,2019-10-31 18:23:00,Carlow,Assembled
IN-747-67614,OP-464-38419,QU-353-31938,LE-476-00847,OP-179-74615,ACC-768-54486,A-9i3568y3,Mark-5,9857,2019-06-07 19:58:00,Balbriggan,Assembled
IN-685-68911,OP-459-45942,QU-208-56689,LE-015-21565,OP-749-70518,ACC-882-05986,A-9i3568y3,Mark-5,8536,2019-11-14 16:11:00,Bray,Assembled
IN-025-90194,OP-324-12373,QU-763-80167,LE-864-34051,OP-815-08756,ACC-366-80379,A-9i3568y3,Mark-5,3042,2019-12-24 22:36:00,Port Laoise,Assembled
IN-279-02151,OP-808-81352,QU-150-51050,LE-785-02747,OP-618-62068,ACC-348-60497,A-9i3568y3,Mark-5,5609,2019-07-13 03:22:00,Navan,Assembled
IN-946-18427,OP-834-85790,QU-299-61557,LE-233-03087,OP-122-92072,ACC-222-06013,A-9i3568y3,Mark-5,3872,2019-04-09 00:39:00,Swords,Assembled
IN-626-71921,OP-081-77615,QU-403-33516,LE-712-49675,OP-798-66984,ACC-977-52818,A-9i3568y3,Mark-5,7957,2020-01-24 05:57:00,Drogheda,Assembled
IN-402-41552,OP-704-50116,QU-751-63305,LE-478-04809,OP-907-15914,ACC-893-84367,A-9i3568y3,Mark-5,6775,2020-02-12 05:25:00,Limerick,Assembled
IN-179-12881,OP-748-93121,QU-358-75673,LE-539-00834,OP-639-95217,ACC-634-91248,A-9i3568y3,Mark-5,6803,2019-06-21 07:17:00,Carlow,Assembled
IN-697-83088,OP-332-34944,QU-803-00203,LE-007-82847,OP-038-56457,ACC-529-19812,SP-4o9597q4,Filament,8056,2019-09-24 03:32:00,Ennis,Spare Parts
IN-475-43392,OP-679-92438,QU-933-17139,LE-376-31887,OP-100-84706,ACC-154-07708,SP-4o9597q4,Filament,3468,2019-07-20 15:04:00,Dublin,Spare Parts
IN-399-08384,OP-059-96989,QU-076-33851,LE-179-20657,OP-912-76637,ACC-183-02531,SP-4o9597q4,Filament,6129,2019-05-19 13:44:00,Waterford,Spare Parts
IN-810-48261,OP-796-39622,QU-367-12908,LE-659-80883,OP-437-81632,ACC-770-72377,SP-4o9597q4,Filament,10300,2019-10-30 21:39:00,Naas,Spare Parts
IN-240-37644,OP-131-35459,QU-384-19250,LE-434-76389,OP-127-99263,ACC-776-90927,SP-4o9597q4,Filament,4332,2019-05-15 01:23:00,Galway,Spare Parts
IN-160-09446,OP-880-94345,QU-809-43755,LE-291-04054,OP-148-01040,ACC-997-10559,SP-4o9597q4,Filament,2975,2019-12-16 06:25:00,Naas,Spare Parts
IN-059-31806,OP-017-66779,QU-370-87760,LE-451-28099,OP-736-88110,ACC-968-68567,SP-4o9597q4,Filament,4820,2019-09-08 14:44:00,Port Laoise,Spare Parts
IN-006-95815,OP-318-05716,QU-040-17946,LE-335-54543,OP-622-24287,ACC-217-35684,SP-4o9597q4,Filament,9489,2019-06-07 06:40:00,Ennis,Spare Parts
IN-180-39652,OP-801-33050,QU-271-92450,LE-439-44774,OP-148-68775,ACC-692-35385,SP-4o9597q4,Filament,5061,2019-03-25 08:28:00,Waterford,Spare Parts
IN-438-00057,OP-198-49784,QU-859-72418,LE-162-25899,OP-619-15652,ACC-994-02347,SP-4o9597q4,Filament,2935,2019-04-12 07:16:00,Ennis,Spare Parts
IN-076-74286,OP-870-12500,QU-502-83425,LE-259-37882,OP-462-69175,ACC-107-49313,SP-4o9597q4,Filament,6354,2020-03-11 03:41:00,Naas,Spare Parts
IN-273-60853,OP-749-64602,QU-761-07483,LE-863-94817,OP-257-78873,ACC-990-29956,SP-4o9597q4,Filament,5924,2019-10-18 18:01:00,Limerick,Spare Parts
IN-339-97416,OP-604-04247,QU-472-78226,LE-068-06497,OP-756-96246,ACC-853-09528,SP-4o9597q4,Filament,4880,2019-12-08 01:39:00,Port Laoise,Spare Parts
IN-402-49914,OP-286-94427,QU-919-88687,LE-752-72541,OP-426-45830,ACC-975-01877,SP-4o9597q4,Filament,4898,2019-10-21 02:07:00,Kilkenny,Spare Parts
IN-101-53724,OP-188-26442,QU-049-86472,LE-826-05997,OP-408-74271,ACC-205-44259,SP-4o9597q4,Filament,2813,2019-12-02 17:41:00,Dublin,Spare Parts
IN-242-67982,OP-402-56866,QU-990-03149,LE-403-59082,OP-069-31625,ACC-952-19014,SP-4o9597q4,Filament,8321,2019-04-28 08:07:00,Port Laoise,Spare Parts
IN-424-13150,OP-900-02645,QU-014-54362,LE-227-10458,OP-069-64977,ACC-088-04373,SP-4o9597q4,Filament,6498,2020-04-08 23:16:00,Tralee,Spare Parts
IN-855-84593,OP-062-74980,QU-282-82925,LE-526-31043,OP-321-21274,ACC-192-09181,SP-4o9597q4,Filament,3623,2019-05-02 04:07:00,Balbriggan,Spare Parts
